PerformanceID,EmployeeID,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating,WorkLifeBalanceLabel,,,,,,,,,,,,,,
PR5052,DFDC-286C,12/6/2021,5,4,2,3,1,4,3,3,Very Good,,,,,,,,,,,,,,
PR5085,9BE8-2C44,23/06/2021,5,4,2,1,2,5,5,4,Excellent,,,,,,,,,,,,,,
PR511,5A04-0EB4,16/02/2015,5,4,2,3,2,5,3,3,Excellent,,,,,,,,,,,,,,
PR5203,66BC-7AC0,3/8/2021,5,4,2,1,1,3,3,2,Good,,,,,,,,,,,,,,
PR5230,682D-8FD8,12/8/2021,5,4,2,3,1,2,4,4,Fair,,,,,,,,,,,,,,
PR5254,C7C8-43D9,19/08/2021,5,4,2,2,0,2,5,4,Fair,,,,,,,,,,,,,,
PR5282,11C2-2B5B,1/9/2021,5,4,2,1,0,3,5,4,Good,,,,,,,,,,,,,,
PR5291,7845-EF8F,3/9/2021,5,4,2,1,1,3,4,4,Good,,,,,,,,,,,,,,
PR5413,8F7F-015D,28/10/2021,5,4,2,1,0,2,4,3,Fair,,,,,,,,,,,,,,
PR5454,F578-F0C8,10/11/2021,5,4,2,2,1,4,3,3,Very Good,,,,,,,,,,,,,,
PR5495,6A67-EC2C,27/11/2021,5,4,2,3,0,4,3,2,Very Good,,,,,,,,,,,,,,
PR5504,DDAC-D5FD,2/12/2021,5,4,2,2,2,4,4,4,Very Good,,,,,,,,,,,,,,
PR5554,63E9-F74A,23/12/2021,5,4,2,1,0,4,3,2,Very Good,,,,,,,,,,,,,,
PR5680,7279-6591,29/01/2022,5,4,2,3,0,5,4,3,Excellent,,,,,,,,,,,,,,
PR569,9727-BC84,19/03/2015,5,4,2,2,2,2,5,4,Fair,,,,,,,,,,,,,,
PR5702,AD0D-E79F,3/2/2022,5,4,2,1,1,4,3,2,Very Good,,,,,,,,,,,,,,
PR5759,C6A8-4E8A,21/02/2022,5,4,2,3,2,3,5,5,Good,,,,,,,,,,,,,,
PR5780,DE22-FB63,28/02/2022,5,4,2,3,0,2,3,2,Fair,,,,,,,,,,,,,,
PR5781,A366-C17A,28/02/2022,5,4,2,2,0,5,4,3,Excellent,,,,,,,,,,,,,,
PR5830,56A5-271B,12/3/2022,5,4,2,2,2,2,4,3,Fair,,,,,,,,,,,,,,
PR5941,EE91-1A9C,13/04/2022,5,4,2,2,3,5,4,4,Excellent,,,,,,,,,,,,,,
PR6002,380E-44B4,29/04/2022,5,4,2,2,3,4,3,2,Very Good,,,,,,,,,,,,,,
PR6067,494B-7047,18/05/2022,5,4,2,3,0,2,4,4,Fair,,,,,,,,,,,,,,
PR6078,BD1B-53A3,22/05/2022,5,4,2,1,1,3,5,4,Good,,,,,,,,,,,,,,
PR608,A531-8159,13/04/2015,5,4,2,2,0,3,5,5,Good,,,,,,,,,,,,,,
PR6110,2FAE-9278,30/05/2022,5,4,2,3,1,5,4,3,Excellent,,,,,,,,,,,,,,
PR6163,C6F6-CDFE,16/06/2022,5,4,2,2,0,5,3,3,Excellent,,,,,,,,,,,,,,
PR621,9528-AA17,22/04/2015,5,4,2,2,0,3,4,3,Good,,,,,,,,,,,,,,
PR6244,DCD4-C785,11/7/2022,5,4,2,3,1,3,4,3,Good,,,,,,,,,,,,,,
PR6291,7AA0-5766,26/07/2022,5,4,2,3,0,5,3,3,Excellent,,,,,,,,,,,,,,
PR6317,2C0F-AAE2,5/8/2022,5,4,2,2,1,2,3,3,Fair,,,,,,,,,,,,,,
PR633,D93A-CC98,29/04/2015,5,4,2,2,2,2,5,4,Fair,,,,,,,,,,,,,,
PR6382,C27A-1115,30/08/2022,5,4,2,3,0,4,4,4,Very Good,,,,,,,,,,,,,,
PR6494,FEEC-A663,16/10/2022,5,4,2,2,2,3,3,3,Good,,,,,,,,,,,,,,
PR6542,DD78-E811,3/11/2022,5,4,2,2,0,3,5,5,Good,,,,,,,,,,,,,,
PR655,4657-FE18,10/5/2015,5,4,2,1,1,3,4,3,Good,,,,,,,,,,,,,,
PR6564,4FC2-A40D,9/11/2022,5,4,2,1,3,3,3,2,Good,,,,,,,,,,,,,,
PR659,1C87-44CB,13/05/2015,5,4,2,3,0,3,3,2,Good,,,,,,,,,,,,,,
PR6591,085C-7FC2,19/11/2022,5,4,2,3,1,4,5,4,Very Good,,,,,,,,,,,,,,
PR02,B61E-0F26,3/1/2013,5,4,4,1,3,4,4,3,Very Good,,,,,,,,,,,,,,
PR1056,B52E-BF41,16/04/2016,5,4,4,3,0,5,5,4,Excellent,,,,,,,,,,,,,,
PR1124,1705-0DE5,22/05/2016,5,4,4,2,2,5,3,2,Excellent,,,,,,,,,,,,,,
PR1197,E324-1C33,15/07/2016,5,4,4,3,1,5,4,3,Excellent,,,,,,,,,,,,,,
PR1206,AA87-13D8,20/07/2016,5,4,4,2,1,5,4,4,Excellent,,,,,,,,,,,,,,
PR1224,2B08-7D3D,10/8/2016,5,4,4,1,1,4,3,2,Very Good,,,,,,,,,,,,,,
PR123,1472-9F69,3/5/2013,5,4,4,3,0,4,5,5,Very Good,,,,,,,,,,,,,,
PR1321,4DA0-81D7,18/11/2016,5,4,4,2,0,2,5,5,Fair,,,,,,,,,,,,,,
PR1387,D5DA-363A,6/1/2017,5,4,4,1,3,4,5,5,Very Good,,,,,,,,,,,,,,
PR1453,62A3-DEA7,3/2/2017,5,4,4,2,1,2,3,3,Fair,,,,,,,,,,,,,,
PR1454,586E-5C14,3/2/2017,5,4,4,3,1,4,4,4,Very Good,,,,,,,,,,,,,,
PR1488,F997-FE6C,21/02/2017,5,4,4,3,1,3,5,5,Good,,,,,,,,,,,,,,
PR1576,2D85-ABDD,2/4/2017,5,4,4,3,1,5,3,2,Excellent,,,,,,,,,,,,,,
PR1755,F9B6-C80B,3/7/2017,5,4,4,1,0,2,4,3,Fair,,,,,,,,,,,,,,
PR1769,9900-1159,11/7/2017,5,4,4,1,2,3,4,4,Good,,,,,,,,,,,,,,
PR1782,13FA-3559,18/07/2017,5,4,4,2,2,4,5,4,Very Good,,,,,,,,,,,,,,
PR18,CBB3-0D7E,16/01/2013,5,4,4,1,1,4,4,4,Very Good,,,,,,,,,,,,,,
PR1843,D6A7-EF72,3/9/2017,5,4,4,1,0,4,3,3,Very Good,,,,,,,,,,,,,,
PR187,6125-FEC8,27/01/2014,5,4,4,3,2,3,5,4,Good,,,,,,,,,,,,,,
PR1931,4FC2-A40D,10/11/2017,5,4,4,2,0,5,3,2,Excellent,,,,,,,,,,,,,,
PR1943,C25C-C434,18/11/2017,5,4,4,2,3,2,4,3,Fair,,,,,,,,,,,,,,
PR1973,598D-E3B4,8/12/2017,5,4,4,3,1,5,3,2,Excellent,,,,,,,,,,,,,,
PR2015,F93E-BDEF,3/1/2018,5,4,4,2,3,5,5,4,Excellent,,,,,,,,,,,,,,
PR2076,1180-BEC9,31/01/2018,5,4,4,2,0,5,3,2,Excellent,,,,,,,,,,,,,,
PR209,83FD-F920,13/02/2014,5,4,4,1,3,5,4,3,Excellent,,,,,,,,,,,,,,
PR2100,B995-E5CE,8/2/2018,5,4,4,2,3,4,3,3,Very Good,,,,,,,,,,,,,,
PR2141,00D4-DD53,28/02/2018,5,4,4,3,2,2,4,3,Fair,,,,,,,,,,,,,,
PR2180,68FB-06A7,13/03/2018,5,4,4,3,2,3,5,5,Good,,,,,,,,,,,,,,
PR2186,8233-2483,14/03/2018,5,4,4,3,0,3,4,4,Good,,,,,,,,,,,,,,
PR2235,95D7-1CE9,8/4/2018,5,4,4,2,2,5,3,2,Excellent,,,,,,,,,,,,,,
PR2505,B24C-18BF,15/08/2018,5,4,4,3,1,3,3,2,Good,,,,,,,,,,,,,,
PR2529,134B-4157,1/9/2018,5,4,4,2,0,5,5,5,Excellent,,,,,,,,,,,,,,
PR2588,FAC0-942B,14/10/2018,5,4,4,3,2,3,3,2,Good,,,,,,,,,,,,,,
PR2668,3994-472A,26/11/2018,5,4,4,2,1,5,5,4,Excellent,,,,,,,,,,,,,,
PR269,03C5-51AD,31/03/2014,5,4,4,1,1,3,5,5,Good,,,,,,,,,,,,,,
PR271,8FD9-AA59,1/4/2014,5,4,4,3,0,2,4,3,Fair,,,,,,,,,,,,,,
PR2790,B4E1-4A3E,25/01/2019,5,4,4,2,3,2,4,3,Fair,,,,,,,,,,,,,,
PR2820,B975-943A,4/2/2019,5,4,4,1,1,5,4,3,Excellent,,,,,,,,,,,,,,
PR2843,388D-DB68,13/02/2019,5,4,4,3,2,4,5,4,Very Good,,,,,,,,,,,,,,
PR289,CDFB-6A08,14/04/2014,5,4,4,3,1,5,3,3,Excellent,,,,,,,,,,,,,,
PR2927,D383-714B,15/03/2019,5,4,4,3,1,3,5,4,Good,,,,,,,,,,,,,,
PR2962,A807-DE5D,30/03/2019,5,4,4,1,1,4,5,4,Very Good,,,,,,,,,,,,,,
PR3057,FE2B-3DC7,5/5/2019,5,4,4,2,1,4,3,3,Very Good,,,,,,,,,,,,,,
PR3077,A690-3D5D,12/5/2019,5,4,4,3,1,5,5,5,Excellent,,,,,,,,,,,,,,
PR308,A1B4-5481,1/5/2014,5,4,4,2,3,5,3,2,Excellent,,,,,,,,,,,,,,
PR3111,06DE-E772,24/05/2019,5,4,4,2,0,2,4,4,Fair,,,,,,,,,,,,,,
PR313,B148-55FB,2/5/2014,5,4,4,3,2,5,5,4,Excellent,,,,,,,,,,,,,,
PR3216,E268-61EB,10/7/2019,5,4,4,3,2,2,4,4,Fair,,,,,,,,,,,,,,
PR3447,EC6E-7F42,5/11/2019,5,4,4,1,1,4,3,2,Very Good,,,,,,,,,,,,,,
PR3603,974D-9F8F,13/01/2020,5,4,4,3,1,5,4,4,Excellent,,,,,,,,,,,,,,
PR3670,B975-943A,4/2/2020,5,4,4,1,1,3,5,4,Good,,,,,,,,,,,,,,
PR3712,B437-FCF8,20/02/2020,5,4,4,3,1,3,4,3,Good,,,,,,,,,,,,,,
PR372,F83C-CA1D,20/07/2014,5,4,4,2,0,3,4,3,Good,,,,,,,,,,,,,,
PR3766,E3B6-49F8,6/3/2020,5,4,4,1,2,2,4,3,Fair,,,,,,,,,,,,,,
PR377,66BC-7AC0,5/8/2014,5,4,4,1,1,4,4,3,Very Good,,,,,,,,,,,,,,
PR3784,5F4E-EE5A,13/03/2020,5,4,4,3,0,2,5,5,Fair,,,,,,,,,,,,,,
PR3792,9727-BC84,17/03/2020,5,4,4,1,0,3,4,4,Good,,,,,,,,,,,,,,
PR3804,E399-E4F6,21/03/2020,5,4,4,1,0,5,3,2,Excellent,,,,,,,,,,,,,,
PR3854,531D-788E,8/4/2020,5,4,4,2,1,2,5,4,Fair,,,,,,,,,,,,,,
PR3862,1A7C-19DB,10/4/2020,5,4,4,1,1,2,3,2,Fair,,,,,,,,,,,,,,
PR389,2DD1-FD7F,3/9/2014,5,4,4,2,1,4,5,4,Very Good,,,,,,,,,,,,,,
PR3896,4188-C61D,21/04/2020,5,4,4,2,0,3,5,5,Good,,,,,,,,,,,,,,
PR3917,D93A-CC98,27/04/2020,5,4,4,1,3,4,4,3,Very Good,,,,,,,,,,,,,,
PR4001,06DE-E772,23/05/2020,5,4,4,3,1,5,3,3,Excellent,,,,,,,,,,,,,,
PR4002,0F83-39C1,23/05/2020,5,4,4,3,0,2,3,2,Fair,,,,,,,,,,,,,,
PR4111,427A-8C69,5/7/2020,5,4,4,3,1,3,4,4,Good,,,,,,,,,,,,,,
PR4189,ED73-F078,3/8/2020,5,4,4,1,3,4,5,5,Very Good,,,,,,,,,,,,,,
PR4190,AF77-0F6B,3/8/2020,5,4,4,2,2,5,4,3,Excellent,,,,,,,,,,,,,,
PR4279,503B-AACE,11/9/2020,5,4,4,1,0,2,4,4,Fair,,,,,,,,,,,,,,
PR4301,1DC4-97CF,23/09/2020,5,4,4,2,2,5,4,3,Excellent,,,,,,,,,,,,,,
PR4333,7589-66E3,9/10/2020,5,4,4,1,2,5,4,4,Excellent,,,,,,,,,,,,,,
PR4372,D18F-8C48,26/10/2020,5,4,4,2,1,2,5,5,Fair,,,,,,,,,,,,,,
PR4373,8C57-8F84,27/10/2020,5,4,4,2,2,4,3,3,Very Good,,,,,,,,,,,,,,
PR4400,B679-F7C9,6/11/2020,5,4,4,2,2,3,4,4,Good,,,,,,,,,,,,,,
PR4444,3994-472A,25/11/2020,5,4,4,1,3,3,4,4,Good,,,,,,,,,,,,,,
PR448,D5DA-363A,7/1/2015,5,4,4,3,0,5,3,3,Excellent,,,,,,,,,,,,,,
PR460,FF14-A43E,15/01/2015,5,4,4,1,3,3,3,3,Good,,,,,,,,,,,,,,
PR4600,F98B-61B3,20/01/2021,5,4,4,3,1,5,5,5,Excellent,,,,,,,,,,,,,,
PR4789,E399-E4F6,21/03/2021,5,4,4,3,0,2,3,3,Fair,,,,,,,,,,,,,,
PR4843,B013-7D0C,8/4/2021,5,4,4,2,0,2,5,4,Fair,,,,,,,,,,,,,,
PR491,D7EE-56FC,3/2/2015,5,4,4,3,1,3,3,2,Good,,,,,,,,,,,,,,
PR504,9DFE-1FD5,10/2/2015,5,4,4,1,0,5,5,4,Excellent,,,,,,,,,,,,,,
PR5055,A91B-7DC5,13/06/2021,5,4,4,1,0,3,5,4,Good,,,,,,,,,,,,,,
PR5106,FBC2-C5FA,30/06/2021,5,4,4,3,2,3,3,3,Good,,,,,,,,,,,,,,
PR5137,6345-2F33,10/7/2021,5,4,4,2,2,4,3,2,Very Good,,,,,,,,,,,,,,
PR5212,2C0F-AAE2,5/8/2021,5,4,4,3,0,4,4,3,Very Good,,,,,,,,,,,,,,
PR5218,A1DB-6C34,8/8/2021,5,4,4,2,0,5,4,3,Excellent,,,,,,,,,,,,,,
PR5222,5642-6F1E,10/8/2021,5,4,4,3,3,3,5,4,Good,,,,,,,,,,,,,,
PR5269,473C-EA4E,25/08/2021,5,4,4,1,1,3,5,4,Good,,,,,,,,,,,,,,
PR530,E7A6-33A3,28/02/2015,5,4,4,3,2,2,3,2,Fair,,,,,,,,,,,,,,
PR5344,F890-975A,27/09/2021,5,4,4,1,3,5,4,4,Excellent,,,,,,,,,,,,,,
PR5366,E55D-FCA0,8/10/2021,5,4,4,1,0,5,5,4,Excellent,,,,,,,,,,,,,,
PR5567,1609-65E1,27/12/2021,5,4,4,3,1,5,5,5,Excellent,,,,,,,,,,,,,,
PR5587,C2DD-9D37,1/1/2022,5,4,4,1,2,5,5,5,Excellent,,,,,,,,,,,,,,
PR5636,79D0-C935,14/01/2022,5,4,4,3,0,5,3,3,Excellent,,,,,,,,,,,,,,
PR5762,2E25-987F,22/02/2022,5,4,4,2,0,5,4,3,Excellent,,,,,,,,,,,,,,
PR5798,9ED3-ED64,3/3/2022,5,4,4,1,0,3,5,5,Good,,,,,,,,,,,,,,
PR5890,03C5-51AD,29/03/2022,5,4,4,3,1,4,3,2,Very Good,,,,,,,,,,,,,,
PR595,1799-5B3F,6/4/2015,5,4,4,3,1,3,3,2,Good,,,,,,,,,,,,,,
PR6021,08E4-D3D5,5/5/2022,5,4,4,3,1,3,5,5,Good,,,,,,,,,,,,,,
PR6031,E28D-424B,9/5/2022,5,4,4,2,1,2,5,4,Fair,,,,,,,,,,,,,,
PR6112,EFA2-B2D0,30/05/2022,5,4,4,3,0,2,3,2,Fair,,,,,,,,,,,,,,
PR6217,CF5D-0E32,4/7/2022,5,4,4,3,1,5,4,3,Excellent,,,,,,,,,,,,,,
PR6247,8583-9174,12/7/2022,5,4,4,2,1,2,5,4,Fair,,,,,,,,,,,,,,
PR6282,B59D-CA4C,23/07/2022,5,4,4,1,1,2,5,5,Fair,,,,,,,,,,,,,,
PR6340,9283-E971,13/08/2022,5,4,4,1,1,4,5,4,Very Good,,,,,,,,,,,,,,
PR6361,2962-039F,20/08/2022,5,4,4,3,0,5,5,5,Excellent,,,,,,,,,,,,,,
PR637,2F04-931F,1/5/2015,5,4,4,1,1,3,3,2,Good,,,,,,,,,,,,,,
PR6411,BB09-BF7F,11/9/2022,5,4,4,1,1,5,5,5,Excellent,,,,,,,,,,,,,,
PR6424,3E50-011E,17/09/2022,5,4,4,2,3,4,5,5,Very Good,,,,,,,,,,,,,,
PR6445,0FBB-4ABE,26/09/2022,5,4,4,1,3,5,4,3,Excellent,,,,,,,,,,,,,,
PR6475,8365-EB74,8/10/2022,5,4,4,1,0,5,3,3,Excellent,,,,,,,,,,,,,,
PR6500,465A-91D1,18/10/2022,5,4,4,1,0,5,4,4,Excellent,,,,,,,,,,,,,,
PR658,A848-F98B,12/5/2015,5,4,4,3,3,5,5,5,Excellent,,,,,,,,,,,,,,
PR6667,DCFE-F601,18/12/2022,5,4,4,1,1,5,5,4,Excellent,,,,,,,,,,,,,,
PR6683,D836-B375,23/12/2022,5,4,4,3,0,2,5,5,Fair,,,,,,,,,,,,,,
PR6684,63E9-F74A,23/12/2022,5,4,4,3,1,4,3,3,Very Good,,,,,,,,,,,,,,
PR6685,B492-D447,23/12/2022,5,4,4,2,0,2,5,5,Fair,,,,,,,,,,,,,,
PR670,5060-A677,20/05/2015,5,4,4,2,0,4,4,3,Very Good,,,,,,,,,,,,,,
PR672,BE54-8537,20/05/2015,5,4,4,2,1,3,5,4,Good,,,,,,,,,,,,,,
PR683,2F98-E645,28/05/2015,5,4,4,1,1,5,4,3,Excellent,,,,,,,,,,,,,,
PR715,C385-CDBE,29/06/2015,5,4,4,3,0,3,5,5,Good,,,,,,,,,,,,,,
PR733,F4A3-2126,19/07/2015,5,4,4,3,0,3,3,2,Good,,,,,,,,,,,,,,
PR735,C0BE-FED0,20/07/2015,5,4,4,3,1,4,4,3,Very Good,,,,,,,,,,,,,,
PR751,2A89-93B6,17/08/2015,5,4,4,2,0,2,3,3,Fair,,,,,,,,,,,,,,
PR785,21CB-EF3E,23/10/2015,5,4,4,1,2,3,3,2,Good,,,,,,,,,,,,,,
PR815,12B5-11CC,28/11/2015,5,4,4,2,3,4,4,3,Very Good,,,,,,,,,,,,,,
PR918,D8B3-30D2,5/2/2016,5,4,4,2,1,3,4,3,Good,,,,,,,,,,,,,,
PR955,1914-B934,27/02/2016,5,4,4,1,1,4,3,3,Very Good,,,,,,,,,,,,,,
PR972,06B9-B79D,4/3/2016,5,4,4,2,1,2,5,4,Fair,,,,,,,,,,,,,,
PR10,774E-685D,11/1/2013,5,4,3,2,3,4,5,4,Very Good,,,,,,,,,,,,,,
PR1007,E1B4-9AA1,22/03/2016,5,4,3,3,2,3,4,3,Good,,,,,,,,,,,,,,
PR1057,5D69-D350,17/04/2016,5,4,3,2,2,4,5,4,Very Good,,,,,,,,,,,,,,
PR1119,5060-A677,19/05/2016,5,4,3,3,3,4,5,5,Very Good,,,,,,,,,,,,,,
PR1133,29C2-1A3F,26/05/2016,5,4,3,2,0,3,5,5,Good,,,,,,,,,,,,,,
PR1202,F4A3-2126,18/07/2016,5,4,3,3,1,3,4,4,Good,,,,,,,,,,,,,,
PR126,ADF8-AD57,5/5/2013,5,4,3,3,0,4,3,3,Very Good,,,,,,,,,,,,,,
PR1277,EC6A-DD76,9/10/2016,5,4,3,3,1,4,3,3,Very Good,,,,,,,,,,,,,,
PR1286,21CB-EF3E,22/10/2016,5,4,3,2,2,5,3,2,Excellent,,,,,,,,,,,,,,
PR1319,FB5B-C127,17/11/2016,5,4,3,3,1,4,5,4,Very Good,,,,,,,,,,,,,,
PR1357,DCFE-F601,19/12/2016,5,4,3,1,1,2,3,2,Fair,,,,,,,,,,,,,,
PR1403,12F7-BCBB,13/01/2017,5,4,3,2,1,4,5,4,Very Good,,,,,,,,,,,,,,
PR1463,C96F-0F3B,8/2/2017,5,4,3,2,3,2,5,5,Fair,,,,,,,,,,,,,,
PR1492,8ACE-C5CE,22/02/2017,5,4,3,3,2,3,3,2,Good,,,,,,,,,,,,,,
PR1569,8BCA-723F,30/03/2017,5,4,3,2,2,2,4,3,Fair,,,,,,,,,,,,,,
PR1623,BAF9-933D,24/04/2017,5,4,3,3,2,3,3,3,Good,,,,,,,,,,,,,,
PR1654,5A65-768A,8/5/2017,5,4,3,1,3,5,4,4,Excellent,,,,,,,,,,,,,,
PR1661,A690-3D5D,12/5/2017,5,4,3,1,3,5,3,2,Excellent,,,,,,,,,,,,,,
PR1691,9C24-CD7A,25/05/2017,5,4,3,3,0,2,5,5,Fair,,,,,,,,,,,,,,
PR17,28EA-A010,16/01/2013,5,4,3,2,2,3,5,4,Good,,,,,,,,,,,,,,
PR177,8BAB-B4A6,18/01/2014,5,4,3,3,0,3,3,3,Good,,,,,,,,,,,,,,
PR1820,D13E-E661,15/08/2017,5,4,3,2,1,4,5,5,Very Good,,,,,,,,,,,,,,
PR1867,F890-975A,28/09/2017,5,4,3,1,0,5,5,5,Excellent,,,,,,,,,,,,,,
PR1910,0868-097F,31/10/2017,5,4,3,1,1,2,4,3,Fair,,,,,,,,,,,,,,
PR1918,2407-5A4E,5/11/2017,5,4,3,2,1,3,4,3,Good,,,,,,,,,,,,,,
PR1976,58C8-63FA,9/12/2017,5,4,3,2,1,4,3,2,Very Good,,,,,,,,,,,,,,
PR2022,05ED-92F1,9/1/2018,5,4,3,3,0,5,4,3,Excellent,,,,,,,,,,,,,,
PR205,0D1B-DEC2,11/2/2014,5,4,3,1,1,2,4,3,Fair,,,,,,,,,,,,,,
PR2086,586E-5C14,3/2/2018,5,4,3,3,0,5,3,2,Excellent,,,,,,,,,,,,,,
PR212,111D-E5EF,16/02/2014,5,4,3,2,0,3,3,3,Good,,,,,,,,,,,,,,
PR2127,CED0-8D31,21/02/2018,5,4,3,1,0,3,3,3,Good,,,,,,,,,,,,,,
PR2129,E348-E12B,22/02/2018,5,4,3,3,1,5,5,5,Excellent,,,,,,,,,,,,,,
PR2177,4A0E-9958,11/3/2018,5,4,3,3,2,3,4,3,Good,,,,,,,,,,,,,,
PR2265,AB81-A3A0,18/04/2018,5,4,3,3,3,4,3,2,Very Good,,,,,,,,,,,,,,
PR2340,5988-3855,21/05/2018,5,4,3,2,1,3,5,5,Good,,,,,,,,,,,,,,
PR2374,06E8-4FD4,4/6/2018,5,4,3,1,1,4,5,4,Very Good,,,,,,,,,,,,,,
PR238,155B-42BE,6/3/2014,5,4,3,3,2,5,5,5,Excellent,,,,,,,,,,,,,,
PR2438,BDE5-385A,10/7/2018,5,4,3,3,1,5,5,4,Excellent,,,,,,,,,,,,,,
PR2514,CDC1-C7CA,18/08/2018,5,4,3,2,0,4,4,3,Very Good,,,,,,,,,,,,,,
PR2517,2962-039F,21/08/2018,5,4,3,2,1,3,5,5,Good,,,,,,,,,,,,,,
PR2550,A71E-A9DC,16/09/2018,5,4,3,1,2,3,4,3,Good,,,,,,,,,,,,,,
PR2568,E62F-4FF7,29/09/2018,5,4,3,1,1,2,5,5,Fair,,,,,,,,,,,,,,
PR2625,D245-5D80,3/11/2018,5,4,3,2,3,4,3,3,Very Good,,,,,,,,,,,,,,
PR2636,AFDF-3DA8,8/11/2018,5,4,3,1,0,4,3,2,Very Good,,,,,,,,,,,,,,
PR2693,533B-938D,12/12/2018,5,4,3,2,0,4,4,3,Very Good,,,,,,,,,,,,,,
PR27,D4D5-27FB,23/01/2013,5,4,3,1,2,2,4,3,Fair,,,,,,,,,,,,,,
PR2730,41EC-F2AA,1/1/2019,5,4,3,1,1,5,5,4,Excellent,,,,,,,,,,,,,,
PR2819,D8B3-30D2,4/2/2019,5,4,3,1,2,2,5,4,Fair,,,,,,,,,,,,,,
PR2921,4F28-CFAF,14/03/2019,5,4,3,3,1,3,3,2,Good,,,,,,,,,,,,,,
PR3015,5BDE-7102,20/04/2019,5,4,3,3,1,5,3,2,Excellent,,,,,,,,,,,,,,
PR3041,5D73-961A,29/04/2019,5,4,3,1,2,4,5,4,Very Good,,,,,,,,,,,,,,
PR3085,5AC6-91D4,14/05/2019,5,4,3,2,0,5,3,2,Excellent,,,,,,,,,,,,,,
PR3099,00B0-F199,21/05/2019,5,4,3,3,3,5,4,4,Excellent,,,,,,,,,,,,,,
PR3197,4C88-27A1,1/7/2019,5,4,3,3,1,5,3,2,Excellent,,,,,,,,,,,,,,
PR3222,9900-1159,11/7/2019,5,4,3,1,2,2,5,5,Fair,,,,,,,,,,,,,,
PR3270,AD8F-7539,30/07/2019,5,4,3,1,0,3,5,4,Good,,,,,,,,,,,,,,
PR3366,E430-E462,23/09/2019,5,4,3,2,3,4,3,3,Very Good,,,,,,,,,,,,,,
PR3409,05DA-5423,17/10/2019,5,4,3,1,1,3,3,3,Good,,,,,,,,,,,,,,
PR3568,B57F-B5CE,1/1/2020,5,4,3,2,1,4,5,5,Very Good,,,,,,,,,,,,,,
PR3570,F5E3-48BB,2/1/2020,5,4,3,1,0,5,3,3,Excellent,,,,,,,,,,,,,,
PR3601,D045-B6CA,13/01/2020,5,4,3,3,1,5,5,5,Excellent,,,,,,,,,,,,,,
PR3665,586E-5C14,3/2/2020,5,4,3,2,1,3,5,4,Good,,,,,,,,,,,,,,
PR3691,279C-7342,12/2/2020,5,4,3,3,2,2,3,2,Fair,,,,,,,,,,,,,,
PR3701,111D-E5EF,15/02/2020,5,4,3,3,1,4,4,4,Very Good,,,,,,,,,,,,,,
PR3730,00D4-DD53,28/02/2020,5,4,3,2,1,3,3,2,Good,,,,,,,,,,,,,,
PR3875,CF2F-8CA3,13/04/2020,5,4,3,2,1,2,4,3,Fair,,,,,,,,,,,,,,
PR3907,A4A4-F49C,23/04/2020,5,4,3,2,1,5,3,3,Excellent,,,,,,,,,,,,,,
PR3945,2CA8-4E1B,5/5/2020,5,4,3,1,0,4,4,3,Very Good,,,,,,,,,,,,,,
PR4053,B967-D6D3,13/06/2020,5,4,3,3,1,2,3,2,Fair,,,,,,,,,,,,,,
PR4055,5416-F925,14/06/2020,5,4,3,1,0,2,4,4,Fair,,,,,,,,,,,,,,
PR406,AA19-95BD,18/10/2014,5,4,3,3,0,3,3,2,Good,,,,,,,,,,,,,,
PR4188,55D6-1423,3/8/2020,5,4,3,3,1,2,3,2,Fair,,,,,,,,,,,,,,
PR42,F3CD-9B5B,5/2/2013,5,4,3,3,1,2,3,3,Fair,,,,,,,,,,,,,,
PR4271,A409-26AC,7/9/2020,5,4,3,1,1,3,5,4,Good,,,,,,,,,,,,,,
PR4280,5A78-0F17,12/9/2020,5,4,3,1,0,3,3,2,Good,,,,,,,,,,,,,,
PR4319,2C7D-F9F1,30/09/2020,5,4,3,2,3,4,5,4,Very Good,,,,,,,,,,,,,,
PR4323,6C86-3DC0,3/10/2020,5,4,3,1,1,5,3,2,Excellent,,,,,,,,,,,,,,
PR4354,851C-E7E2,20/10/2020,5,4,3,1,0,3,3,2,Good,,,,,,,,,,,,,,
PR4419,FB6A-3F11,14/11/2020,5,4,3,2,0,4,3,3,Very Good,,,,,,,,,,,,,,
PR4466,1B4A-5D80,6/12/2020,5,4,3,1,1,2,5,4,Fair,,,,,,,,,,,,,,
PR4484,9C71-34AE,17/12/2020,5,4,3,3,1,3,4,4,Good,,,,,,,,,,,,,,
PR450,05ED-92F1,10/1/2015,5,4,3,3,3,2,5,4,Fair,,,,,,,,,,,,,,
PR4613,E4F4-11B9,27/01/2021,5,4,3,1,0,3,4,3,Good,,,,,,,,,,,,,,
PR4643,C250-AF15,3/2/2021,5,4,3,1,1,3,4,3,Good,,,,,,,,,,,,,,
PR4644,B122-D3D2,3/2/2021,5,4,3,1,2,2,4,4,Fair,,,,,,,,,,,,,,
PR4655,DF63-0D3C,7/2/2021,5,4,3,1,2,2,4,4,Fair,,,,,,,,,,,,,,
PR4674,5A04-0EB4,14/02/2021,5,4,3,3,0,3,5,5,Good,,,,,,,,,,,,,,
